Order	Label	X	Y
824	isa1.jpg	2163	1982
825	isa1.jpg	2083	1954
826	isa1.jpg	2007	1938
827	isa1.jpg	1951	1938
828	isa1.jpg	1977	2038
829	isa1.jpg	2025	2104
830	isa1.jpg	2083	2178
831	isa1.jpg	2149	2238
832	isa1.jpg	2203	2280
833	isa1.jpg	2249	2294
834	isa1.jpg	2311	2310
835	isa1.jpg	2379	2318
836	isa1.jpg	252	2486
837	isa1.jpg	290	2540
838	isa1.jpg	332	2628
839	isa1.jpg	366	2712
840	isa1.jpg	398	2764
841	isa1.jpg	444	2806
842	isa1.jpg	482	2872
843	isa1.jpg	536	2912
844	isa1.jpg	588	2906
845	isa1.jpg	620	2906
846	isa1.jpg	616	2824
847	isa1.jpg	598	2766
848	isa1.jpg	554	2690
849	isa1.jpg	524	2664
850	isa1.jpg	524	2664
851	isa1.jpg	494	2622
852	isa1.jpg	436	2594
853	isa2.jpg	2412	2352
854	isa2.jpg	2274	2388
855	isa2.jpg	1926	2340
856	isa2.jpg	1608	2364
857	isa2.jpg	1314	2406
858	isa2.jpg	1062	2484
859	isa2.jpg	876	2562
860	isa2.jpg	684	2772
861	isa2.jpg	522	3054
862	isa2.jpg	396	3432
863	isa2.jpg	660	3366
864	isa2.jpg	900	3390
865	isa2.jpg	1194	3354
866	isa2.jpg	1506	3258
867	isa2.jpg	1764	3102
868	isa2.jpg	2016	2862
869	isa2.jpg	2190	2616
870	isa2.jpg	2604	1026
871	isa2.jpg	2496	1080
872	isa2.jpg	2304	1056
873	isa2.jpg	2010	1104
874	isa2.jpg	1680	1206
875	isa2.jpg	1374	1434
876	isa2.jpg	1110	1704
877	isa2.jpg	1014	1992
878	isa2.jpg	822	2412
879	isa2.jpg	942	2394
880	isa2.jpg	1218	2352
881	isa2.jpg	1428	2304
882	isa2.jpg	1680	2244
883	isa2.jpg	1962	2142
884	isa2.jpg	2178	2004
885	isa2.jpg	2376	1758
886	isa2.jpg	2514	1482
887	sor1.2.jpg	2286	2019
888	sor1.2.jpg	2184	2067
889	sor1.2.jpg	2022	2094
890	sor1.2.jpg	1827	2127
891	sor1.2.jpg	1722	2160
892	sor1.2.jpg	1620	2211
893	sor1.2.jpg	1554	2295
894	sor1.2.jpg	1482	2409
895	sor1.2.jpg	1467	2580
896	sor1.2.jpg	1587	2580
897	sor1.2.jpg	1743	2598
898	sor1.2.jpg	1908	2526
899	sor1.2.jpg	2004	2445
900	sor1.2.jpg	2052	2373
901	sor1.2.jpg	2094	2283
902	sor1.2.jpg	2151	2208
903	sor1.2.jpg	2205	2127
904	sor1.2.jpg	2403	1689
905	sor1.2.jpg	2250	1668
906	sor1.2.jpg	2118	1632
907	sor1.2.jpg	2001	1614
908	sor1.2.jpg	1863	1614
909	sor1.2.jpg	1749	1659
910	sor1.2.jpg	1671	1722
911	sor1.2.jpg	1608	1803
912	sor1.2.jpg	1521	1929
913	sor1.2.jpg	1656	1944
914	sor1.2.jpg	1764	1962
915	sor1.2.jpg	1902	1962
916	sor1.2.jpg	1992	1893
917	sor1.2.jpg	2091	1812
918	sor1.2.jpg	2157	1770
919	sor1.2.jpg	2229	1731
920	sor1.2.jpg	2283	1716
921	sor2.jpg	2372	1398
922	sor2.jpg	2322	1466
923	sor2.jpg	2250	1538
924	sor2.jpg	2172	1602
925	sor2.jpg	2070	1668
926	sor2.jpg	1986	1742
927	sor2.jpg	1920	1832
928	sor2.jpg	1866	1896
929	sor2.jpg	1842	1996
930	sor2.jpg	1828	2114
931	sor2.jpg	1932	2064
932	sor2.jpg	2024	2000
933	sor2.jpg	2112	1934
934	sor2.jpg	2186	1858
935	sor2.jpg	2252	1752
936	sor2.jpg	2312	1616
937	sor2.jpg	2322	1532
938	sor2.jpg	2088	2002
939	sor2.jpg	2056	2039
940	sor2.jpg	2019	2076
941	sor2.jpg	1979	2107
942	sor2.jpg	1927	2152
943	sor2.jpg	1861	2214
944	sor2.jpg	1821	2268
945	sor2.jpg	1807	2308
946	sor2.jpg	1791	2498
947	sor2.jpg	1883	2478
948	sor2.jpg	1937	2435
949	sor2.jpg	1971	2390
950	sor2.jpg	2041	2326
951	sor2.jpg	2067	2230
952	sor2.jpg	2081	2146
953	sor2.jpg	2091	2096
954	sor2.jpg	2088	2062
955	sor3.1.jpg	2403	607
956	sor3.1.jpg	2376	691
957	sor3.1.jpg	2304	769
958	sor3.1.jpg	2220	847
959	sor3.1.jpg	2115	919
960	sor3.1.jpg	2046	1000
961	sor3.1.jpg	1977	1090
962	sor3.1.jpg	1914	1189
963	sor3.1.jpg	1881	1351
964	sor3.1.jpg	1893	1594
965	sor3.1.jpg	2004	1540
966	sor3.1.jpg	2079	1471
967	sor3.1.jpg	2157	1405
968	sor3.1.jpg	2229	1318
969	sor3.1.jpg	2283	1207
970	sor3.1.jpg	2337	1072
971	sor3.1.jpg	2355	883
972	sor3.1.jpg	1572	2109
973	sor3.1.jpg	1470	2148
974	sor3.1.jpg	1404	2166
975	sor3.1.jpg	1269	2178
976	sor3.1.jpg	1161	2211
977	sor3.1.jpg	1071	2256
978	sor3.1.jpg	978	2310
979	sor3.1.jpg	900	2409
980	sor3.1.jpg	825	2541
981	sor3.1.jpg	957	2547
982	sor3.1.jpg	1101	2517
983	sor3.1.jpg	1212	2460
984	sor3.1.jpg	1299	2382
985	sor3.1.jpg	1377	2292
986	sor3.1.jpg	1437	2232
987	sor3.1.jpg	1476	2202
988	sor3.1.jpg	1518	2169
989	sor3.2.jpg	514	2544
990	sor3.2.jpg	650	2664
991	sor3.2.jpg	794	2656
992	sor3.2.jpg	942	2700
993	sor3.2.jpg	1094	2788
994	sor3.2.jpg	1218	2892
995	sor3.2.jpg	1286	3000
996	sor3.2.jpg	1346	3220
997	sor3.2.jpg	1154	3208
998	sor3.2.jpg	1046	3212
999	sor3.2.jpg	878	3120
1000	sor3.2.jpg	774	3028
1001	sor3.2.jpg	718	2944
1002	sor3.2.jpg	662	2848
1003	sor3.2.jpg	626	2804
1004	sor3.2.jpg	606	2728
1005	sor3.2.jpg	594	2660
1006	sor3.2.jpg	2189	2109
1007	sor3.2.jpg	2087	2256
1008	sor3.2.jpg	1976	2295
1009	sor3.2.jpg	1865	2352
1010	sor3.2.jpg	1757	2421
1011	sor3.2.jpg	1673	2535
1012	sor3.2.jpg	1625	2616
1013	sor3.2.jpg	1529	2790
1014	sor3.2.jpg	1625	2802
1015	sor3.2.jpg	1700	2772
1016	sor3.2.jpg	1814	2712
1017	sor3.2.jpg	1910	2682
1018	sor3.2.jpg	1985	2592
1019	sor3.2.jpg	2066	2490
1020	sor3.2.jpg	2090	2430
1021	sor3.2.jpg	2096	2364
1022	sor3.2.jpg	2105	2313
1023	sor3.jpg	468	2214
1024	sor3.jpg	448	2274
1025	sor3.jpg	438	2348
1026	sor3.jpg	450	2410
1027	sor3.jpg	482	2466
1028	sor3.jpg	520	2514
1029	sor3.jpg	562	2546
1030	sor3.jpg	598	2566
1031	sor3.jpg	640	2592
1032	sor3.jpg	640	2550
1033	sor3.jpg	632	2520
1034	sor3.jpg	622	2468
1035	sor3.jpg	616	2426
1036	sor3.jpg	602	2380
1037	sor3.jpg	584	2336
1038	sor3.jpg	562	2298
1039	sor3.jpg	524	2262
1040	sor3.jpg	399	2694
1041	sor3.jpg	414	2737
1042	sor3.jpg	426	2777
1043	sor3.jpg	448	2812
1044	sor3.jpg	482	2853
1045	sor3.jpg	516	2869
1046	sor3.jpg	549	2887
1047	sor3.jpg	594	2902
1048	sor3.jpg	676	2915
1049	sor3.jpg	658	2882
1050	sor3.jpg	636	2836
1051	sor3.jpg	619	2818
1052	sor3.jpg	601	2792
1053	sor3.jpg	586	2765
1054	sor3.jpg	586	2765
1055	sor3.jpg	561	2743
1056	sor3.jpg	502	2710
1057	wes1.jpg	2567	1106
1058	wes1.jpg	2489	1166
1059	wes1.jpg	2372	1193
1060	wes1.jpg	2222	1253
1061	wes1.jpg	2096	1319
1062	wes1.jpg	1979	1412
1063	wes1.jpg	1865	1511
1064	wes1.jpg	1775	1622
1065	wes1.jpg	1697	1748
1066	wes1.jpg	1646	1910
1067	wes1.jpg	1631	2054
1068	wes1.jpg	1568	2237
1069	wes1.jpg	1715	2147
1070	wes1.jpg	1889	2081
1071	wes1.jpg	2069	1955
1072	wes1.jpg	2228	1787
1073	wes1.jpg	2351	1562
1074	wes1.jpg	459	2037
1075	wes1.jpg	510	1992
1076	wes1.jpg	555	1968
1077	wes1.jpg	633	1854
1078	wes1.jpg	729	1782
1079	wes1.jpg	810	1743
1080	wes1.jpg	894	1719
1081	wes1.jpg	987	1701
1082	wes1.jpg	1077	1710
1083	wes1.jpg	1155	1716
1084	wes1.jpg	1257	1710
1085	wes1.jpg	1152	1794
1086	wes1.jpg	1083	1857
1087	wes1.jpg	996	1917
1088	wes1.jpg	912	1956
1089	wes1.jpg	801	1980
1090	wes1.jpg	681	2004
1091	wes2.1.jpg	2103	1543
1092	wes2.1.jpg	2049	1497
1093	wes2.1.jpg	1973	1441
1094	wes2.1.jpg	1883	1397
1095	wes2.1.jpg	1755	1373
1096	wes2.1.jpg	1637	1393
1097	wes2.1.jpg	1551	1427
1098	wes2.1.jpg	1499	1461
1099	wes2.1.jpg	1441	1497
1100	wes2.1.jpg	1353	1521
1101	wes2.1.jpg	1465	1547
1102	wes2.1.jpg	1527	1563
1103	wes2.1.jpg	1609	1593
1104	wes2.1.jpg	1695	1613
1105	wes2.1.jpg	1811	1611
1106	wes2.1.jpg	1905	1603
1107	wes2.1.jpg	1981	1571
1108	wes2.1.jpg	2132	1054
1109	wes2.1.jpg	2086	1064
1110	wes2.1.jpg	2004	1050
1111	wes2.1.jpg	1924	1050
1112	wes2.1.jpg	1862	1060
1113	wes2.1.jpg	1812	1064
1114	wes2.1.jpg	1766	1092
1115	wes2.1.jpg	1712	1128
1116	wes2.1.jpg	1688	1130
1117	wes2.1.jpg	1632	1174
1118	wes2.1.jpg	1572	1226
1119	wes2.1.jpg	1498	1268
1120	wes2.1.jpg	1594	1296
1121	wes2.1.jpg	1676	1310
1122	wes2.1.jpg	1796	1314
1123	wes2.1.jpg	1912	1262
1124	wes2.1.jpg	2042	1174
1125	wes2.2.jpg	816	2894
1126	wes2.2.jpg	840	2795
1127	wes2.2.jpg	882	2684
1128	wes2.2.jpg	933	2597
1129	wes2.2.jpg	969	2543
1130	wes2.2.jpg	1029	2492
1131	wes2.2.jpg	1116	2432
1132	wes2.2.jpg	1206	2408
1133	wes2.2.jpg	1305	2378
1134	wes2.2.jpg	1389	2363
1135	wes2.2.jpg	1452	2345
1136	wes2.2.jpg	1401	2420
1137	wes2.2.jpg	1359	2543
1138	wes2.2.jpg	1284	2639
1139	wes2.2.jpg	1218	2717
1140	wes2.2.jpg	1119	2786
1141	wes2.2.jpg	981	2828
1142	wes2.2.jpg	2076	1438
1143	wes2.2.jpg	2030	1428
1144	wes2.2.jpg	1938	1354
1145	wes2.2.jpg	1840	1280
1146	wes2.2.jpg	1776	1252
1147	wes2.2.jpg	1702	1240
1148	wes2.2.jpg	1614	1228
1149	wes2.2.jpg	1516	1246
1150	wes2.2.jpg	1414	1226
1151	wes2.2.jpg	1514	1300
1152	wes2.2.jpg	1586	1384
1153	wes2.2.jpg	1658	1440
1154	wes2.2.jpg	1774	1474
1155	wes2.2.jpg	1860	1482
1156	wes2.2.jpg	1918	1480
1157	wes2.2.jpg	1964	1466
1158	wes2.2.jpg	2002	1456
1159	wes2.jpg	2300	1128
1160	wes2.jpg	2240	1174
1161	wes2.jpg	2174	1210
1162	wes2.jpg	2114	1226
1163	wes2.jpg	2010	1240
1164	wes2.jpg	1904	1270
1165	wes2.jpg	1822	1316
1166	wes2.jpg	1728	1372
1167	wes2.jpg	1642	1464
1168	wes2.jpg	1598	1548
1169	wes2.jpg	1538	1630
1170	wes2.jpg	1638	1628
1171	wes2.jpg	1746	1642
1172	wes2.jpg	1850	1628
1173	wes2.jpg	1994	1562
1174	wes2.jpg	2120	1444
1175	wes2.jpg	2196	1352
1176	wes2.jpg	2257	1636
1177	wes2.jpg	2179	1648
1178	wes2.jpg	2092	1678
1179	wes2.jpg	2023	1696
1180	wes2.jpg	1942	1705
1181	wes2.jpg	1843	1735
1182	wes2.jpg	1762	1786
1183	wes2.jpg	1666	1858
1184	wes2.jpg	1624	1915
1185	wes2.jpg	1501	1984
1186	wes2.jpg	1606	1981
1187	wes2.jpg	1723	2008
1188	wes2.jpg	1834	2008
1189	wes2.jpg	1945	1981
1190	wes2.jpg	2044	1930
1191	wes2.jpg	2119	1816
1192	wes2.jpg	2161	1750
1193	Sor1.1.jpg	2296	573
1194	Sor1.1.jpg	2221	648
1195	Sor1.1.jpg	2065	735
1196	Sor1.1.jpg	1954	771
1197	Sor1.1.jpg	1822	825
1198	Sor1.1.jpg	1702	912
1199	Sor1.1.jpg	1597	1035
1200	Sor1.1.jpg	1564	1170
1201	Sor1.1.jpg	1564	1293
1202	Sor1.1.jpg	1579	1425
1203	Sor1.1.jpg	1753	1398
1204	Sor1.1.jpg	1921	1281
1205	Sor1.1.jpg	2017	1152
1206	Sor1.1.jpg	2053	1047
1207	Sor1.1.jpg	2089	924
1208	Sor1.1.jpg	2125	849
1209	Sor1.1.jpg	2173	750
1210	Sor1.1.jpg	2238	1296
1211	Sor1.1.jpg	2193	1401
1212	Sor1.1.jpg	2115	1503
1213	Sor1.1.jpg	1992	1563
1214	Sor1.1.jpg	1869	1650
1215	Sor1.1.jpg	1752	1716
1216	Sor1.1.jpg	1692	1743
1217	Sor1.1.jpg	1614	1824
1218	Sor1.1.jpg	1536	1932
1219	Sor1.1.jpg	1533	2067
1220	Sor1.1.jpg	1536	2244
1221	Sor1.1.jpg	1695	2232
1222	Sor1.1.jpg	1854	2175
1223	Sor1.1.jpg	1995	2064
1224	Sor1.1.jpg	2091	1935
1225	Sor1.1.jpg	2136	1767
1226	Sor1.1.jpg	2178	1551
1227	Sor1.jpg	64	2347
1228	Sor1.jpg	132	2295
1229	Sor1.jpg	276	2243
1230	Sor1.jpg	492	2171
1231	Sor1.jpg	724	2179
1232	Sor1.jpg	896	2199
1233	Sor1.jpg	1036	2279
1234	Sor1.jpg	1144	2371
1235	Sor1.jpg	1272	2567
1236	Sor1.jpg	1168	2619
1237	Sor1.jpg	1108	2675
1238	Sor1.jpg	1028	2743
1239	Sor1.jpg	876	2763
1240	Sor1.jpg	680	2731
1241	Sor1.jpg	576	2695
1242	Sor1.jpg	448	2635
1243	Sor1.jpg	252	2503
1244	Sor1.jpg	1675	2086
1245	Sor1.jpg	1684	1993
1246	Sor1.jpg	1699	1837
1247	Sor1.jpg	1729	1684
1248	Sor1.jpg	1783	1546
1249	Sor1.jpg	1876	1420
1250	Sor1.jpg	1987	1327
1251	Sor1.jpg	2101	1252
1252	Sor1.jpg	2209	1183
1253	Sor1.jpg	2317	1138
1254	Sor1.jpg	2440	1123
1255	Sor1.jpg	2491	1255
1256	Sor1.jpg	2458	1429
1257	Sor1.jpg	2425	1573
1258	Sor1.jpg	2332	1801
1259	Sor1.jpg	2215	1930
1260	Sor1.jpg	1942	2056
